-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,
Location: latitude  39.3392   longitude -95.7218 ,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M,WS10M
2001,5,20,3.14,12.3,88.85,18.41,6.05
2001,5,21,5.51,0.61,58.3,12.75,7.86
2001,5,22,6.29,0.88,59.9,12.36,5.92
2001,5,23,6.82,0.09,57.38,12.76,7.58
2001,5,24,5.1,1.84,69.12,10.66,6.97
2001,5,25,6.46,0.59,70.93,13.65,5.59
2001,5,26,7.18,0.09,61,16.51,6.22
2001,5,27,7.14,0.03,64.77,19.16,2.74
2001,5,28,7.17,0.47,67.51,20.52,2.51
2001,5,29,2.68,12.55,81.12,19.22,4.2
2001,5,30,1.51,23.55,90.63,18.35,5.83
2001,5,31,1.87,2.35,83.91,12.46,6.31
2001,6,1,7.54,7.78,74.06,17.96,5.04
2001,6,2,8.49,0.15,66.53,15.97,4.02
2001,6,3,2.01,45.23,84.89,13.89,7.2
2001,6,4,1.71,7.79,91.21,17.88,6.81
2001,6,5,2.52,24.19,92.38,20.53,3.24
2001,6,6,4.8,5.88,83.06,20.76,2.93
2001,6,7,6.7,0.21,77.84,21.92,3.3
2001,6,8,5.12,0.21,75.29,19.42,2.37
2001,6,9,8.28,0.03,74.36,21.27,2.99
2001,6,10,7.28,3.8,79.71,24.28,5.18
2001,6,11,8.25,0.05,78.29,25.69,6.62
2001,6,12,8.23,0.23,76.9,25.24,7.12
2001,6,13,6.04,5.53,82.87,24.82,8.73
2001,6,14,1.72,9.17,81.42,23.11,6.82
2001,6,15,8.84,0,60.99,20.38,4.5
2001,6,16,8.09,1.64,70.95,22.74,4.11
2001,6,17,7.92,0.65,72.46,24.8,7.06
2001,6,18,8.48,0.09,65.13,24.57,9.31
2001,6,19,0.97,53.11,89.03,18.42,4.2
2001,6,20,2.3,24.12,90.12,18.83,3.75
2001,6,21,8.28,3.72,75.11,20.03,4.5
2001,6,22,8.75,0,72.13,18.49,3.1
2001,6,23,8.46,0,73.27,20.97,4.13
2001,6,24,8.26,0,75.22,23.7,4.93
2001,6,25,8.56,0,75.61,23.83,5.52
2001,6,26,7,0.02,75.75,23.88,4.09
2001,6,27,7.96,0.19,75.68,23.95,3.23
2001,6,28,7.93,0.03,77.47,23.37,3.77
2001,6,29,7.65,0.01,80,23.72,3.21
2001,6,30,8.2,0.01,77.28,24.86,1.55
2001,7,1,6.11,0.17,76.42,24.61,4.21
2001,7,2,7.23,0.32,78.06,24.57,4.05
2001,7,3,8.04,2.69,70.65,27.31,5.14
2001,7,4,8.29,0.6,74.3,26.62,2.43
2001,7,5,6.93,0.15,64.87,25.42,3.69
2001,7,6,7.27,0.56,64.72,27.97,6.22
2001,7,7,7.5,0,58.64,30.31,6.43
2001,7,8,6.29,0.16,59.06,30.66,4.13
2001,7,9,7.52,8.83,68.15,28.82,2.11
2001,7,10,5.84,3.27,69.83,27.68,2.29
2001,7,11,6.84,30.18,76.93,25.68,4.35
2001,7,12,2.45,7.21,82.23,22.51,4.78
2001,7,13,8.16,0,73.61,21.41,3.46
2001,7,14,6.96,0.03,65.04,22.8,2.94
2001,7,15,5.36,9.29,70.82,22.8,4.54
2001,7,16,5.87,1.3,76.68,24.81,4.82
2001,7,17,7.9,0.51,71.28,29.46,3.79
2001,7,18,5.39,20.15,69.97,29.35,4.88
2001,7,19,5.48,4.79,73.83,28.68,3.79
2001,7,20,7.35,0.03,66.62,29.1,3.89
2001,7,21,7.92,0,60.86,30,4.28
2001,7,22,7.65,0.35,55.51,31.26,4.82
2001,7,23,3.39,0.47,58.93,29.97,3.09
2001,7,24,5.71,3.52,61.01,30.16,3.53
2001,7,25,4.24,5.91,78.18,26.96,2.52
2001,7,26,3.57,12.87,87.75,23.72,4.85
2001,7,27,4.52,20.99,89.36,24.62,3.5
2001,7,28,5.76,8.94,81.9,25.76,1.39
2001,7,29,7.36,0.1,78.42,26.81,2.77
2001,7,30,7.59,0.11,76.44,29.02,4.94
2001,7,31,7.56,0.01,68.12,29.58,6.26
2001,8,1,7.64,0.01,62.1,30.26,5.32
2001,8,2,7.3,0.05,59.72,30.79,3.95
2001,8,3,6.38,0.23,58.72,30.31,2.74
2001,8,4,7.4,0.02,58.12,29.97,3.1
2001,8,5,7.47,0.01,59.53,29.9,3.6
2001,8,6,7.56,0,55.48,28.75,3.27
2001,8,7,7.46,0,52.29,27.05,2.64
2001,8,8,6.78,0.01,56.36,29.45,4.17
2001,8,9,6.84,0.95,53.91,30.07,4.97
2001,8,10,3.57,2.79,51.27,22.3,4.07
2001,8,11,6.98,1.51,56.34,22.37,2.11
2001,8,12,7.25,0.1,53.72,25.38,2.34
2001,8,13,7.24,0.06,48.74,25.39,3.46
2001,8,14,6.3,0.04,47.01,23.92,4.54
2001,8,15,3.48,4.99,63.9,22.43,6.52
2001,8,16,7.14,0.04,57.72,22.77,4.72
2001,8,17,3.5,3.24,71.39,20.83,2.47
2001,8,18,7.35,0.09,58.44,22.54,5.59
2001,8,19,7.38,0,61.01,21.78,2.61
2001,8,20,6.51,0.04,54.49,25.22,4.93
2001,8,21,6.41,0.15,43.72,30.26,6.95
2001,8,22,4.14,35.86,68.29,27.29,4.26
2001,8,23,5.6,16.22,80.89,24.84,3.35
2001,8,24,4.17,30.81,87.9,23.66,3.34
2001,8,25,5.5,1.35,80.55,23.98,2.78
2001,8,26,5.89,0.01,72.81,22.64,2.25
2001,8,27,6.66,0.04,69.14,24.83,2.64
2001,8,28,6.61,0.04,64.04,24.83,3.12
2001,8,29,6.58,0.92,66.22,25.66,4.49
2001,8,30,3.98,5.26,76.23,24.35,3.09
2001,8,31,6.81,0,59.35,21.23,3.3
2001,9,1,6.85,0,61.29,20.46,3.12
2001,9,2,6.24,0.15,64.4,23.66,3.4
2001,9,3,6.34,0.04,59.86,26.15,2.63
2001,9,4,6.49,0.11,52.75,24.65,2.92
2001,9,5,4.32,1.95,67.47,23.24,3.38
2001,9,6,3.22,15.88,80.77,23.73,5.63
2001,9,7,2.54,12.77,85.1,24.53,6.5
2001,9,8,3.87,1.74,73.87,19.4,4.53
2001,9,9,6.37,1.92,63.77,17.01,4.48
2001,9,10,6.29,0,50.66,18.89,3.72
2001,9,11,6.35,0,52.23,19.76,4.91
2001,9,12,6.38,0.06,55.86,21.35,3.03
2001,9,13,6.09,0,59.34,21.72,3.09
2001,9,14,3.89,1.44,67.58,18.03,6.22
2001,9,15,0.89,30.11,75.38,16.89,4.06
2001,9,16,3.53,24.38,84.87,18.88,3.1
2001,9,17,1.62,16.3,84.2,19.33,2.43
2001,9,18,1.1,23.27,87.8,16.45,5.68
2001,9,19,5.53,0.18,80.23,17.31,3.21
2001,9,20,4.64,1.17,80.11,20.48,5.18
2001,9,21,5.65,0,68.56,18.33,3.31
2001,9,22,2.12,7.48,74.51,18.72,5.06
2001,9,23,2.26,14.54,74.6,15.33,7.39
2001,9,24,5.92,0,70.99,10.74,4.06
2001,9,25,5.9,0.03,64.73,10.98,1.55
2001,9,26,5.78,0,66.91,13.19,2.44
2001,9,27,5.34,0,68.37,15.66,3.31
2001,9,28,5.33,0,68.44,15.31,3.7
2001,9,29,5.27,0,77.45,13.36,3.41
2001,9,30,5.45,0,68.98,14.55,1.4
2001,10,1,5.15,0,66.57,16.69,3.62
2001,10,2,4.89,0,57.74,17.54,6.09
2001,10,3,4.85,0.82,70.24,16.43,3.58
2001,10,4,1.12,11.28,80.34,13.2,6.2
2001,10,5,3.27,7.56,70.31,9.39,5.52
2001,10,6,5.34,0,61.94,9.34,3.15
2001,10,7,5.03,0.48,64.45,11.48,5.65
2001,10,8,4.17,0.31,70.96,15.26,8.05
2001,10,9,1.7,1.45,86.28,17.18,8.53
2001,10,10,4,2.37,73.17,16.3,5.66
2001,10,11,4.37,0,66.16,13.44,2.32
2001,10,12,2.37,0.69,86.26,11.78,2.82
2001,10,13,4.15,2.32,70.79,13.11,4.83
2001,10,14,4.84,0.15,59.93,10.7,6.16
2001,10,15,1.97,23.84,77.8,6.12,5.33
2001,10,16,4.85,0,62.47,5.73,4.03
2001,10,17,4.48,0.04,65.62,9.73,6.9
2001,10,18,3.22,0.02,72.59,10.75,5.31
2001,10,19,3.67,0.01,68.84,10.41,2.81
2001,10,20,4.26,0,74.56,13.1,3.73
2001,10,21,1.36,0.19,80.75,15.04,3.08
2001,10,22,1.78,0.73,92.12,16.41,3.71
2001,10,23,3.31,0.04,77.45,15.47,2.85
2001,10,24,3.83,0.75,61.06,10.62,6.44
2001,10,25,4.41,0,54.45,6.08,6.94
2001,10,26,4.2,0.09,58.33,3.98,4.69
2001,10,27,4.21,0,58.44,4.72,3.61
2001,10,28,3.94,0,60.48,11.7,8.31
2001,10,29,3.38,0.04,76.78,12.59,2.97
2001,10,30,3.07,0.58,70.57,14.83,6.2
2001,10,31,1.95,0.14,69.38,15.25,10.39
2001,11,1,3.48,0,72.99,16.82,3.48
2001,11,2,3.75,0,60.5,12.27,2.89
2001,11,3,3.38,0.11,77.37,13.62,2.16
2001,11,4,3.51,0.03,73.05,13.44,2.38
2001,11,5,3.39,0.01,83.15,13.43,3.77
2001,11,6,3.49,0.01,80.06,16.12,5.64
2001,11,7,3.33,0.01,65.01,16.79,6.06
2001,11,8,2.08,0.08,66.05,7.4,6.06
2001,11,9,3.76,0,61.52,5.54,4.37
2001,11,10,3.63,0.01,71.46,7.92,3.6
2001,11,11,3.58,0,72,8.08,3.83
2001,11,12,1.61,0.06,83.24,9.61,5.32
2001,11,13,1.04,0.02,84.3,14.75,6.61
2001,11,14,2.02,0.01,84.57,16.78,6.5
2001,11,15,2.9,0,83.01,15.82,4.6
2001,11,16,2.98,0.02,80.05,13.78,2.95
2001,11,17,2.18,0.14,82.88,13,3.67
2001,11,18,0.97,1.03,85.61,12.56,5.66
2001,11,19,3.35,0,54.56,4.13,6.35
2001,11,20,2.85,0,50.84,3.97,5.15
2001,11,21,2.51,0.01,63.41,7.15,5.44
2001,11,22,2.96,0,72.45,9.5,6.14
2001,11,23,0.62,6.74,91.97,12.84,7.51
2001,11,24,0.5,8.42,86.63,7.66,8.76
2001,11,25,2.61,0.08,79.14,6.01,4.74
2001,11,26,2.45,0.25,65.38,8,8.78
2001,11,27,2.06,0,64.3,-1.97,6.96
2001,11,28,1.03,0.01,75.78,-3.14,3.71
2001,11,29,0.95,0,84.6,-2.11,2.5
2001,11,30,0.69,0,82.11,0.12,3.28
2001,12,1,2.74,0,81.6,3.3,3.15
2001,12,2,2.78,0.03,78.82,5.29,4.52
2001,12,3,1.43,0,86.84,9.3,5.07
2001,12,4,1.37,0.07,87.04,15.81,8.16
2001,12,5,1.45,0.5,72.87,12.98,8.36
2001,12,6,2.91,0,59.16,5.54,3.99
2001,12,7,2.65,0,71.75,4.82,3.88
2001,12,8,2.91,0,67.59,1.08,5.03
2001,12,9,2.86,0.36,60.04,1.63,4.88
2001,12,10,2.7,0.02,66.09,2.09,4.96
2001,12,11,2.75,2.89,73.37,3.89,6.27
2001,12,12,0.6,3.29,91.78,5.65,3.69
2001,12,13,2.49,0.09,73.98,0.17,2.7
2001,12,14,0.89,0,82.82,1.2,4.04
2001,12,15,2.33,0.05,84.87,5.78,7.84
2001,12,16,0.48,0.07,91.78,6.14,3.15
2001,12,17,2.79,0,72.44,2.36,3.4
2001,12,18,1.8,0,78.57,2.73,4.73
2001,12,19,2.84,0,51.44,-0.03,5.44
2001,12,20,2.73,0,55.24,2.74,2.48
2001,12,21,2.04,0.01,64.96,5.02,7.24
2001,12,22,0.81,0.09,71.56,4.15,8.72
2001,12,23,2.56,0.02,51.2,-2.69,8.48
2001,12,24,1.86,0.04,67.14,-4.56,5.54
2001,12,25,2.35,0,68.32,-4.38,3.93
2001,12,26,2.72,0,70.82,-5.97,4.86
2001,12,27,1.08,0.01,79.35,-1.79,5.13
2001,12,28,1.98,0,71.33,-2.53,4.11
2001,12,29,2.76,0,70.62,-8.08,4.42
2001,12,30,2.54,0,76.42,-7.63,3.61
2001,12,31,2.92,0,75.52,-8.01,3.1
2002,1,1,2.77,0,67.06,-8.64,4.08
2002,1,2,2.58,0,72.46,-9.05,3.6
2002,1,3,2.99,0,71.2,-7.33,4.33
2002,1,4,2.15,0.05,78.76,-2.34,5.93
2002,1,5,1.6,0.26,89.21,0.73,3.69
2002,1,6,1.1,0.13,73.87,-0.54,7.11
2002,1,7,2.68,0,65.67,-4.39,4.33
2002,1,8,2.05,0,84.67,2.53,4.69
2002,1,9,1.3,0,90.68,2.83,3.92
2002,1,10,1.99,0.01,84.12,2.44,4.68
2002,1,11,3,0,66.26,2.44,4.9
2002,1,12,3.08,0,64.96,2.27,6.34
2002,1,13,1.96,0.01,63.06,3.63,5.98
2002,1,14,1.29,0,66.57,1.39,7.98
2002,1,15,2.78,0,66.29,-1.51,3.62
2002,1,16,2.08,0.01,72.23,-1.08,5.28
2002,1,17,3.01,0.13,65.15,-0.2,3.19
2002,1,18,1.87,3.31,78.9,-2.2,3.8
2002,1,19,2.25,0.57,75,-1.89,4.25
2002,1,20,2.98,0.01,67.4,-0.15,6.47
2002,1,21,3.33,0.06,64.85,1.44,5.33
2002,1,22,2.28,0,80.59,4.01,7.13
2002,1,23,2.28,0.03,82.79,0.01,5.65
2002,1,24,3.15,0,63.61,-0.93,4.31
2002,1,25,3.37,0.01,48.9,3.45,6.9
2002,1,26,3.4,0.01,56.28,5.15,6.96
2002,1,27,3.05,0,68.77,6.69,6.5
2002,1,28,2.24,0.06,77.58,-1.67,4.99
2002,1,29,0.81,3.8,69.85,-3.83,5.01
2002,1,30,0.56,19.38,85.18,-3.84,5.87
2002,1,31,1.19,1.28,93.28,-2.4,6.13
2002,2,1,3.58,0,89.88,-7.57,3.92
2002,2,2,1.16,0.76,95.14,-4.25,4.12
2002,2,3,3.75,0,85.34,-2.64,4.05
2002,2,4,3.77,0.16,80.97,-7.58,3.44
2002,2,5,2.19,0.02,80.67,-4.36,1.73
2002,2,6,2.35,0.43,88.71,-1.84,2.76
2002,2,7,3.3,0.01,85.02,0.13,4.53
2002,2,8,3.63,0.01,78.22,3.57,7.73
2002,2,9,2.01,0.88,86.14,4.15,7.31
2002,2,10,3.79,0.3,68.88,-1.31,9.64
2002,2,11,3.77,0,54.72,1.36,6.51
2002,2,12,3.61,0.06,60.9,1.63,5.5
2002,2,13,4.24,0,58.72,1.5,3.76
2002,2,14,3.03,0.07,55.25,3.41,8.18
2002,2,15,4.46,0,63.57,3.07,5.89
2002,2,16,4.25,0,60.32,4.17,5.18
2002,2,17,3.54,0.04,64.23,4.93,5.05
2002,2,18,2.06,2.31,78.22,8.2,9
2002,2,19,1.55,5.03,85.76,10.05,6.16
2002,2,20,3.59,0.14,68.08,4.25,6.66
2002,2,21,4.68,0.02,67.57,2.87,6.43
2002,2,22,3.99,0,67.79,2.3,3.71
2002,2,23,4.24,0,63.62,8.02,6.56
2002,2,24,4.54,0.01,68.45,7.32,8.98
2002,2,25,3.61,0.28,61.15,-4,9.76
2002,2,26,3.31,0,46.35,-8.55,10.51
2002,2,27,5.02,0,52.54,-6.2,3.91
2002,2,28,4.85,0.06,58.55,-0.14,3.58
2002,3,1,1.26,1.6,78.01,0.05,7.35
2002,3,2,2.89,0.76,58.51,-7.96,11.15
2002,3,3,3.26,0.01,54.2,-11.15,6.23
2002,3,4,4.14,0.01,62.12,-2.56,6.21
2002,3,5,4.96,0,59.78,5.29,6.03
2002,3,6,4.89,0.05,73.26,3.96,5.08
2002,3,7,1.3,0.6,90.09,4.22,5.84
2002,3,8,1.48,6.74,94.47,7.53,4.18
2002,3,9,5.83,0.81,55.35,-4.11,9.88
2002,3,10,5.16,0.34,51.82,1.87,5.16
2002,3,11,3.67,0.03,72.44,4.07,5.29
2002,3,12,5.06,0,66.64,5.57,3.71
2002,3,13,4.77,0,65.96,9.65,3.84
2002,3,14,5.35,0.06,70.58,9.41,8.44
2002,3,15,5.45,0.01,63.56,1.83,6.72
2002,3,16,4.93,0,72.64,1.86,4.27
2002,3,17,5.21,0.01,74.35,5.67,2.46
2002,3,18,3.41,0.01,78.68,7.2,5.85
2002,3,19,1.32,0.83,89.21,6.29,4.6
2002,3,20,5.36,0.04,66.82,5.01,3.8
2002,3,21,6.16,0.01,46.58,-5.24,9.25
2002,3,22,6.37,0.02,42.47,-2.78,3.32
2002,3,23,5.29,0.02,52.62,4.95,4.84
2002,3,24,1.07,1.7,86.92,3.07,8.43
2002,3,25,1.25,0.7,72.44,-1.39,6.88
2002,3,26,6.55,0,57.69,1.49,2.39
2002,3,27,5.76,0.49,61.65,7.48,6.89
2002,3,28,6.39,4.35,58.74,12.23,3.65
2002,3,29,6.24,1.79,54.8,10,6.33
2002,3,30,4.82,0,52.19,8.32,3.77
2002,3,31,4.89,0.01,58.65,6.99,4.44
2002,4,1,6.27,0.01,55.74,12.87,6.95
2002,4,2,5.57,0.07,57.14,5.48,9.73
2002,4,3,6.93,0,51.82,0.17,4.95
2002,4,4,6.53,0,52.05,3.31,2.4
2002,4,5,6.72,0,53.33,8.24,2.95
2002,4,6,4.08,0.24,61.74,9.51,7.83
2002,4,7,1.17,4.47,81.03,10.78,6.95
2002,4,8,1.21,20.31,87.32,9.36,4.27
2002,4,9,6.9,0,64.45,10.06,3.2
2002,4,10,6.35,0.37,66.46,15.76,8.07
2002,4,11,2.64,6.65,81.84,16.15,7.05
2002,4,12,4.77,0.21,71.34,12.67,3.79
2002,4,13,5.21,0,80.48,11.39,3.19
2002,4,14,6.01,0.02,67.53,19.34,7.03
2002,4,15,6.9,0,69.74,22.84,10.11
2002,4,16,3.23,0.2,75.89,21.98,11.55
2002,4,17,5.94,0.42,66.94,22.44,6.04
2002,4,18,5.23,5.19,69.96,23.61,7.38
2002,4,19,2.62,2.73,62.07,15.3,6.36
2002,4,20,1.27,21.61,79.34,11.42,5.09
2002,4,21,3.79,4.07,72.47,10.41,5.2
2002,4,22,7.19,1.73,60.96,12.58,3.39
2002,4,23,7.08,0.24,75.97,17.82,5.37
2002,4,24,5.56,1.43,60.57,13.92,8.32
2002,4,25,6.68,0.25,46.94,10.17,3.22
2002,4,26,1.81,3.02,76.92,10.34,5.49
2002,4,27,3.17,14.47,72.39,14.64,10.25
2002,4,28,6.53,0,63.29,9.39,5.56
2002,4,29,7.2,0.05,64.81,14.68,3.04
2002,4,30,4.9,0.04,67.6,17.81,4.91
2002,5,1,1.53,0.3,79.19,13.73,6.64
2002,5,2,7.36,0,51.2,10.96,3.67
2002,5,3,6.73,0.01,54.68,12.51,4.05
2002,5,4,7.46,0.77,64.27,15.93,2.69
2002,5,5,7.31,10.6,72.42,19.71,6.81
2002,5,6,6.19,22.56,80.63,23.36,4.5
2002,5,7,4.15,6.07,90.12,20.58,6.52
2002,5,8,3.82,2.27,74.33,21.25,9.35
2002,5,9,8.5,1.2,41.83,12.34,5.66
2002,5,10,4.88,19.04,56.3,13.86,5.91
2002,5,11,2.12,16.12,85.39,19.44,8.55
2002,5,12,2.11,4.51,74.25,11.8,7.02
2002,5,13,8.38,0,61.63,14.13,4.6
2002,5,14,8.15,0.1,55.85,16.76,3.29
2002,5,15,7.33,3.41,66.82,18.71,8.49
2002,5,16,5.15,3.82,76.62,18.08,4.47
2002,5,17,7.55,1.01,58.19,13.11,6.77
2002,5,18,8.54,0,56.2,11.87,3.35
2002,5,19,5.94,0.26,50.75,14.1,1.91
2002,5,20,8.36,0.02,50.49,13.89,3.22
2002,5,21,8.15,0.01,66.15,14.3,6.64
2002,5,22,4.84,1.04,72.17,18.91,10.1
2002,5,23,1.99,4.19,78.35,17.69,4.88
2002,5,24,3.48,19.33,69.12,12.49,5.23
2002,5,25,8.36,1.41,69.11,13.92,3.9
2002,5,26,8.39,1.87,71.16,17.69,4.5
2002,5,27,7.17,16.63,81.74,20.96,3.05
2002,5,28,6.37,0.21,84.62,20.58,2.66
2002,5,29,7.85,0.07,75.35,21.89,3.01
2002,5,30,7.82,0.06,72.98,23.81,3.43
2002,5,31,8.15,0,69.68,25.52,4.4
2002,6,1,7.71,0,70.2,26.1,5.23
2002,6,2,8.01,0,69.76,26.19,7.86
2002,6,3,6.72,1.11,69.89,26.21,7.11
2002,6,4,1.39,10.91,77.3,21.47,4.55
2002,6,5,5.25,0.26,62.36,20.3,2.57
2002,6,6,8.39,0,62.09,21.11,3.23
2002,6,7,8.39,0.02,65.99,22.86,5.45
2002,6,8,7.39,0.06,73.1,24.87,6.29
2002,6,9,5.21,0.57,78.77,24.88,7.11
2002,6,10,3.65,1.88,79.9,26.21,7.95
2002,6,11,3.7,17.79,79.36,27.1,6.84
2002,6,12,6.19,1.39,75.51,26.32,3.32
2002,6,13,4.26,0.62,65.31,21.76,5.04
2002,6,14,8.07,0,55.01,19.62,5.66
2002,6,15,5.95,1.23,62.63,19.78,3.53
2002,6,16,8.5,0,59.07,20.54,2.49
2002,6,17,7.62,0.87,60.49,22.96,5.38
2002,6,18,5.73,0.19,65.86,24.2,8.15
2002,6,19,7.65,0,64.62,25.9,8.36
2002,6,20,6.45,0.02,67.2,27.24,4.59
2002,6,21,7.14,0.03,67.32,27.7,5.36
2002,6,22,7.94,0.01,61.09,27.73,6.4
2002,6,23,7.86,0,54.06,26.57,5.5
2002,6,24,7.7,0,57.33,26.99,4.29
2002,6,25,7.8,2.5,65.23,27.16,3.21
2002,6,26,7.03,17.68,65.52,27.86,3.41
2002,6,27,7.81,0.06,60.86,26.9,2.83
2002,6,28,7.99,0.01,61.19,27.71,3.61
2002,6,29,7.67,0.02,61.61,29.01,5.23
2002,6,30,7.28,0.03,63.5,27.89,5.91
2002,7,1,6.55,0.14,61.64,26.01,7.64
2002,7,2,4.37,1.2,69.55,25.04,5.77
2002,7,3,6.27,0.36,69.05,26.14,3.93
2002,7,4,3.96,5.69,70.77,26.19,2.13
2002,7,5,6.58,0.79,68.7,27.38,3.38
2002,7,6,6.49,0.26,60.65,29.23,2.77
2002,7,7,6.77,0.23,61.24,29.36,3.09
2002,7,8,7.48,0.01,53.11,30.54,3.97
2002,7,9,7.03,0.97,50.74,32.06,3.42
2002,7,10,4.7,1.4,61.94,29.47,2.95
2002,7,11,6.17,0.48,60.63,25.97,3.43
2002,7,12,3.89,1.38,68.88,23.71,3.71
2002,7,13,6.99,0,54.47,24.69,4.18
2002,7,14,8.09,0.01,46.82,25.14,1.89
2002,7,15,8.03,0,47.16,25.84,2.95
2002,7,16,7.06,0.01,50.01,27.26,3.74
2002,7,17,7.46,0.06,53.29,28.8,4.22
2002,7,18,7.17,0.05,53.51,30.41,3.39
2002,7,19,5.8,1.54,50.71,32.13,4.17
2002,7,20,7.64,0.26,47.83,32.53,5.42
2002,7,21,7.89,0.33,44.64,32.88,6.57
2002,7,22,5.45,0.18,53.02,27.31,4.52
2002,7,23,7.5,0,37.43,25.9,3.1
2002,7,24,7.95,0.04,39.54,27.67,3.57
2002,7,25,7.46,2.79,47.79,30.53,4.06
2002,7,26,7.23,1.92,46.84,32.13,5.26
2002,7,27,6.51,11.74,50.82,31.66,6.08
2002,7,28,5.2,10.77,64.48,29.28,4.91
2002,7,29,7.36,2.93,61.68,28.77,3.33
2002,7,30,7.8,0,51.31,29.29,3.66
2002,7,31,7.54,0,53.17,29.77,4.71
2002,8,1,7.31,0.01,48.87,30.58,5.39
2002,8,2,7.02,0.01,37.21,26.61,3.78
2002,8,3,6.9,0.1,51.65,30.74,4.67
2002,8,4,6.34,0.15,45.13,31.73,4.89
2002,8,5,5.52,0.09,43.53,31.9,3.75
2002,8,6,4.29,0.18,46.78,30.45,3.38
2002,8,7,6.72,0.01,45.09,27.18,4.62
2002,8,8,7.77,0,32.1,25.52,3.95
2002,8,9,4.24,0.31,38.09,25.63,2.48
2002,8,10,3.95,1.16,44.92,27.6,3.44
2002,8,11,5.57,7.11,55.83,28.35,4.78
2002,8,12,4.83,9.43,64.05,26.27,4.31
2002,8,13,2.98,8,69.93,19.43,4.37
2002,8,14,7.67,0,49.07,22.78,3.86
2002,8,15,5.1,3.38,67.48,25.22,4.71
2002,8,16,5.68,14.07,72.37,25.63,4.44
2002,8,17,2.85,6.31,73.15,23.2,3.76
2002,8,18,4.05,8.33,71.16,24.13,3.95
2002,8,19,4.95,3.69,71.84,23.51,4.61
2002,8,20,6.3,3.96,69.96,26.68,5.59
2002,8,21,3.89,6.09,68.71,27.22,7.13
2002,8,22,5.14,2.03,66.67,28.65,4.61
2002,8,23,6.43,3.34,74.36,26.7,3.31
2002,8,24,2.65,3.21,72.61,24.27,2.27
2002,8,25,6.63,0.02,64.13,24.7,2.05
2002,8,26,5.67,0.84,59.14,25.38,1.91
2002,8,27,6.05,2.24,62.72,25.42,2.7
2002,8,28,5.85,0.26,60.11,25.05,2.98
2002,8,29,5.85,0,56.58,24.53,3.44
2002,8,30,5.27,0,56.68,23.3,3.57
2002,8,31,5.67,0,57.63,25.35,3.09
2002,9,1,5.64,0,53.91,27.76,5.13
2002,9,2,6.29,0,48.28,28.41,5.91
2002,9,3,6.18,0,40.06,23.8,3.68
2002,9,4,5.84,0.23,45.99,26.68,3.53
2002,9,5,5.47,0.16,48.1,28.22,3.49
2002,9,6,5.8,0.01,49.41,29.01,3.44
2002,9,7,6.3,0,39.36,28.28,3.89
2002,9,8,5.94,0,51.97,28.43,4.82
2002,9,9,6.04,0.14,51.12,26.83,2.96
2002,9,10,4.71,0.17,59.34,22.5,4.73
2002,9,11,6.09,0,46.88,20.79,3.51
2002,9,12,4.28,0.15,40.52,21.35,2.74
2002,9,13,3.35,10.46,57.18,22.27,3.21
2002,9,14,1.57,10.56,84.92,20.64,3.35
2002,9,15,6.35,0.01,48.81,17.92,3.72
2002,9,16,6.25,0.02,44.9,19.55,1.97
2002,9,17,4.21,1.83,63.3,21.16,3.98
2002,9,18,3.93,3.39,68.28,25,6.55
2002,9,19,1.68,14.43,78.81,17.42,5.18
2002,9,20,5.94,0.04,58.99,18.62,4.02
2002,9,21,5.69,0.08,58.26,18.17,4.08
2002,9,22,6.08,0.03,45.27,15.46,3.77
2002,9,23,5.88,0,43.38,15.57,4.7
2002,9,24,5.73,0,53.5,15.29,4.66
2002,9,25,5.51,0.02,52.87,18.38,4.91
2002,9,26,5.34,0.04,59.9,18.5,2.67
2002,9,27,3.19,0.27,75.66,14.54,3.79
2002,9,28,4.4,0.02,65.19,20.17,4.15
2002,9,29,5.08,0.02,54.77,24.25,5.8
2002,9,30,5.09,0.09,52.75,25.16,7.83
2002,10,1,3.61,6.26,61.78,24.61,6.15
2002,10,2,1.05,24.79,82.05,18.18,4.48
2002,10,3,1.27,6.76,82.73,17.32,3.94
2002,10,4,4.2,9.6,71.65,15.12,6.92
2002,10,5,5.18,0,56.03,14.18,4.39
2002,10,6,5.07,4.65,57.2,12.91,6.29
2002,10,7,5.13,0.53,62.07,10.59,3.74
2002,10,8,3.35,0.04,63.38,15.42,3.52
2002,10,9,4.78,0.01,69.76,16.52,2.24
