-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,,
Location: latitude  39.3405   longitude -95.7227 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR,WS10M,CLRSKY_SFC_SW_DWN
2001,3,12,4.77,3.19,77.69,0.16,6.33,5.67
2001,3,13,5.71,6.53,62.77,0,6.42,5.77
2001,3,14,3.1,8.14,81.06,8.99,4.01,5.4
2001,3,15,0.61,3.15,91.88,18.95,10.84,5.53
2001,3,16,4.33,1.33,76.43,0.69,6.43,5.99
2001,3,17,5.92,1.59,71.53,0,2.59,6.11
2001,3,18,4.5,2.26,71.19,0.07,2.52,5.8
2001,3,19,4.33,4.84,69.08,0.01,1.14,5.71
2001,3,20,5.97,6.03,66.85,0,2.59,6
2001,3,21,2.6,7,75.75,0.66,3.6,5.67
2001,3,22,5.55,9.95,80.33,1.31,3.81,5.72
2001,3,23,3.14,6.37,83.93,1,4.37,5.77
2001,3,24,6.36,-1.32,58.81,0.04,6.31,6.45
2001,3,25,5.64,-1.68,62.15,0.04,4.84,6.37
2001,3,26,6.75,-1.47,60.22,0,2.27,6.76
2001,3,27,5.88,1.83,64.04,0.08,3.13,6.51
2001,3,28,1.8,3.1,88.39,3.21,4.61,6.12
2001,3,29,4.93,7.15,82.69,0.79,2.86,6.03
2001,3,30,4.05,8.36,79.15,1.55,2.58,6.05
2001,3,31,5.93,6.68,65.77,2.74,6.59,6.79
2001,4,1,2.7,6.77,66.07,0.12,4.56,6.46
2001,4,2,3.74,9.63,89.03,2.16,3.91,5.67
2001,4,3,1.24,10.8,89.34,8.82,7.58,6
2001,4,4,1.93,12.72,88.78,1.06,5.56,5.99
2001,4,5,2.31,18.26,91.33,0.44,4.35,5.82
2001,4,6,1.92,20.04,88.43,0.29,7.7,5.55
2001,4,7,7.1,17.59,57.73,0,8.66,7.11
2001,4,8,6.27,18.28,75.31,0.25,7.67,6.56
2001,4,9,6.07,17.59,74.78,0.49,5.61,6.76
2001,4,10,1.33,16.31,92.02,17.83,6.69,5.9
2001,4,11,5.6,17.11,63.94,9.17,12.49,6.89
2001,4,12,7.08,10.75,62.49,0.02,6.69,7.24
2001,4,13,6.56,12.35,67.1,0.63,4.46,7.11
2001,4,14,4.26,13.02,72.47,13.25,5.29,6.8
2001,4,15,7.31,10.44,66.53,1.42,5.94,7.32
2001,4,16,4.93,4.38,56.33,0.19,7.16,6.95
2001,4,17,7.15,4.51,64.51,0,3.91,7.66
2001,4,18,7.08,8.98,63.42,0.02,5.12,7.35
2001,4,19,4.77,14.7,79.24,0.06,8.5,6.84
2001,4,20,3.9,19.44,83.38,12.58,6.87,6.92
2001,4,21,6.14,19.59,77.13,7.98,4.74,7.21
2001,4,22,2.4,19.74,84.77,5.18,10.94,6.26
2001,4,23,5.98,8.98,58.4,0,8.69,7.8
2001,4,24,6.9,12.48,59.39,0.01,3.8,7.6
2001,4,25,7.71,15.73,65.27,0,2.81,7.75
2001,4,26,7.61,18.43,64.41,0.01,4.31,7.65
2001,4,27,7.55,20.03,64.28,0.06,5.25,7.61
2001,4,28,7.33,19.02,67.71,0,5.52,7.54
2001,4,29,7.37,19.5,67.78,0,7.13,7.52
2001,4,30,2.99,19.22,72.67,1.83,8.72,7.04
2001,5,1,7.49,21.46,74.35,0.2,8.07,7.51
2001,5,2,2.22,20.66,82.72,4.36,6.36,6.94
2001,5,3,2.63,18.3,91.91,22.88,3.08,6.73
2001,5,4,3.97,18.06,87.65,8.16,3.61,6.6
2001,5,5,4.43,19.18,82.02,7.96,6.93,7.4
2001,5,6,4.73,18.25,76.84,4.23,6.98,7.61
2001,5,7,7.47,15.02,60.11,0.1,3.94,8.1
2001,5,8,7.2,17.09,62.57,0.72,5.71,8
2001,5,9,7.85,20.13,71.32,5.07,6.89,7.88
2001,5,10,7.26,22.1,77.34,5.97,7.31,7.57
2001,5,11,6.84,18.08,71.61,1.13,4.95,7.77
2001,5,12,7.9,16.92,66.78,0,3.03,8.04
2001,5,13,7.54,21.09,71.56,0.21,6.86,7.83
2001,5,14,7.89,23.16,72.05,0.05,7.33,7.95
2001,5,15,7.59,24.58,70.06,0.16,7.41,7.99
2001,5,16,7.8,24.95,75.91,0.27,4.19,7.86
2001,5,17,4.46,23.03,86.72,3.93,3.94,7.5
2001,5,18,4.4,21.56,66.56,0.09,3.1,7.9
2001,5,19,6.99,22.35,63.02,0.43,2.21,8.01
2001,5,20,3.14,18.41,88.85,12.3,6.05,7.39
2001,5,21,5.51,12.75,58.3,0.61,7.86,8.54
2001,5,22,6.29,12.36,59.9,0.88,5.92,8.56
2001,5,23,6.82,12.76,57.38,0.09,7.58,8.71
2001,5,24,5.1,10.66,69.12,1.84,6.97,8.59
2001,5,25,6.46,13.65,70.93,0.59,5.59,8.34
2001,5,26,7.18,16.51,61,0.09,6.22,8.55
2001,5,27,7.14,19.16,64.77,0.03,2.74,8.42
2001,5,28,7.17,20.52,67.51,0.47,2.51,8.27
2001,5,29,2.68,19.22,81.12,12.55,4.2,7.46
2001,5,30,1.51,18.35,90.63,23.55,5.83,8.13
2001,5,31,1.87,12.46,83.91,2.35,6.31,8.31
2001,6,1,7.54,17.96,74.06,7.78,5.04,8.37
2001,6,2,8.49,15.97,66.53,0.15,4.02,8.63
2001,6,3,2.01,13.89,84.89,45.23,7.2,7.45
2001,6,4,1.71,17.88,91.21,7.79,6.81,7.16
2001,6,5,2.52,20.53,92.38,24.19,3.24,7.54
2001,6,6,4.8,20.76,83.06,5.88,2.93,7.92
2001,6,7,6.7,21.92,77.84,0.21,3.3,8.18
2001,6,8,5.12,19.42,75.29,0.21,2.37,7.89
2001,6,9,8.28,21.27,74.36,0.03,2.99,8.3
2001,6,10,7.28,24.28,79.71,3.8,5.18,8.03
2001,6,11,8.25,25.69,78.29,0.05,6.62,8.35
2001,6,12,8.23,25.24,76.9,0.23,7.12,8.26
2001,6,13,6.04,24.82,82.87,5.53,8.73,7.99
2001,6,14,1.72,23.11,81.42,9.17,6.82,7.63
2001,6,15,8.84,20.38,60.99,0,4.5,8.85
2001,6,16,8.09,22.74,70.95,1.64,4.11,8.42
2001,6,17,7.92,24.8,72.46,0.65,7.06,8.31
2001,6,18,8.48,24.57,65.13,0.09,9.31,8.58
2001,6,19,0.97,18.42,89.03,53.11,4.2,7.65
2001,6,20,2.3,18.83,90.12,24.12,3.75,7.58
2001,6,21,8.28,20.03,75.11,3.72,4.5,8.7
2001,6,22,8.75,18.49,72.13,0,3.1,8.8
2001,6,23,8.46,20.97,73.27,0,4.13,8.47
2001,6,24,8.26,23.7,75.22,0,4.93,8.51
2001,6,25,8.56,23.83,75.61,0,5.52,8.58
2001,6,26,7,23.88,75.75,0.02,4.09,8.39
2001,6,27,7.96,23.95,75.68,0.19,3.23,8.28
2001,6,28,7.93,23.37,77.47,0.03,3.77,8.28
2001,6,29,7.65,23.72,80,0.01,3.21,8.21
2001,6,30,8.2,24.86,77.28,0.01,1.55,8.3
2001,7,1,6.11,24.61,76.42,0.17,4.21,8.15
2001,7,2,7.23,24.57,78.06,0.32,4.05,8.16
2001,7,3,8.04,27.31,70.65,2.69,5.14,8.25
2001,7,4,8.29,26.62,74.3,0.6,2.43,8.34
2001,7,5,6.93,25.42,64.87,0.15,3.69,8.05
2001,7,6,7.27,27.97,64.72,0.56,6.22,8
2001,7,7,7.5,30.31,58.64,0,6.43,8.25
2001,7,8,6.29,30.66,59.06,0.16,4.13,8.04
2001,7,9,7.52,28.82,68.15,8.83,2.11,7.92
2001,7,10,5.84,27.68,69.83,3.27,2.29,7.82
2001,7,11,6.84,25.68,76.93,30.18,4.35,7.81
2001,7,12,2.45,22.51,82.23,7.21,4.78,7.22
2001,7,13,8.16,21.41,73.61,0,3.46,8.21
2001,7,14,6.96,22.8,65.04,0.03,2.94,8.07
2001,7,15,5.36,22.8,70.82,9.29,4.54,7.69
2001,7,16,5.87,24.81,76.68,1.3,4.82,7.42
2001,7,17,7.9,29.46,71.28,0.51,3.79,7.97
2001,7,18,5.39,29.35,69.97,20.15,4.88,7.78
2001,7,19,5.48,28.68,73.83,4.79,3.79,7.7
2001,7,20,7.35,29.1,66.62,0.03,3.89,7.82
2001,7,21,7.92,30,60.86,0,4.28,7.94
2001,7,22,7.65,31.26,55.51,0.35,4.82,7.88
2001,7,23,3.39,29.97,58.93,0.47,3.09,7.61
2001,7,24,5.71,30.16,61.01,3.52,3.53,7.5
2001,7,25,4.24,26.96,78.18,5.91,2.52,7.28
2001,7,26,3.57,23.72,87.75,12.87,4.85,6.67
2001,7,27,4.52,24.62,89.36,20.99,3.5,6.8
2001,7,28,5.76,25.76,81.9,8.94,1.39,7.13
2001,7,29,7.36,26.81,78.42,0.1,2.77,7.54
2001,7,30,7.59,29.02,76.44,0.11,4.94,7.61
2001,7,31,7.56,29.58,68.12,0.01,6.26,7.61
2001,8,1,7.64,30.26,62.1,0.01,5.32,7.66
2001,8,2,7.3,30.79,59.72,0.05,3.95,7.48
2001,8,3,6.38,30.31,58.72,0.23,2.74,7.27
2001,8,4,7.4,29.97,58.12,0.02,3.1,7.43
2001,8,5,7.47,29.9,59.53,0.01,3.6,7.52
2001,8,6,7.56,28.75,55.48,0,3.27,7.58
2001,8,7,7.46,27.05,52.29,0,2.64,7.51
2001,8,8,6.78,29.45,56.36,0.01,4.17,6.9
2001,8,9,6.84,30.07,53.91,0.95,4.97,7.17
2001,8,10,3.57,22.3,51.27,2.79,4.07,7.02
2001,8,11,6.98,22.37,56.34,1.51,2.11,7.38
2001,8,12,7.25,25.38,53.72,0.1,2.34,7.43
2001,8,13,7.24,25.39,48.74,0.06,3.46,7.34
2001,8,14,6.3,23.92,47.01,0.04,4.54,7.23
2001,8,15,3.48,22.43,63.9,4.99,6.52,6.56
2001,8,16,7.14,22.77,57.72,0.04,4.72,7.37
2001,8,17,3.5,20.83,71.39,3.24,2.47,6.67
2001,8,18,7.35,22.54,58.44,0.09,5.59,7.37
2001,8,19,7.38,21.78,61.01,0,2.61,7.43
2001,8,20,6.51,25.22,54.49,0.04,4.93,6.88
2001,8,21,6.41,30.26,43.72,0.15,6.95,6.95
2001,8,22,4.14,27.29,68.29,35.86,4.26,6.65
2001,8,23,5.6,24.84,80.89,16.22,3.35,6.55
2001,8,24,4.17,23.66,87.9,30.81,3.34,6.31
2001,8,25,5.5,23.98,80.55,1.35,2.78,6.6
2001,8,26,5.89,22.64,72.81,0.01,2.25,6.89
2001,8,27,6.66,24.83,69.14,0.04,2.64,6.71
2001,8,28,6.61,24.83,64.04,0.04,3.12,6.63
2001,8,29,6.58,25.66,66.22,0.92,4.49,6.62
2001,8,30,3.98,24.35,76.23,5.26,3.09,6.51
2001,8,31,6.81,21.23,59.35,0,3.3,6.88
2001,9,1,6.85,20.46,61.29,0,3.12,6.85
2001,9,2,6.24,23.66,64.4,0.15,3.4,6.53
2001,9,3,6.34,26.15,59.86,0.04,2.63,6.44
2001,9,4,6.49,24.65,52.75,0.11,2.92,6.5
2001,9,5,4.32,23.24,67.47,1.95,3.38,6.01
2001,9,6,3.22,23.73,80.77,15.88,5.63,6.01
2001,9,7,2.54,24.53,85.1,12.77,6.5,5.9
2001,9,8,3.87,19.4,73.87,1.74,4.53,6.32
2001,9,9,6.37,17.01,63.77,1.92,4.48,6.56
2001,9,10,6.29,18.89,50.66,0,3.72,6.56
2001,9,11,6.35,19.76,52.23,0,4.91,6.62
2001,9,12,6.38,21.35,55.86,0.06,3.03,6.39
2001,9,13,6.09,21.72,59.34,0,3.09,6.24
2001,9,14,3.89,18.03,67.58,1.44,6.22,5.67
2001,9,15,0.89,16.89,75.38,30.11,4.06,4.6
2001,9,16,3.53,18.88,84.87,24.38,3.1,5.26
2001,9,17,1.62,19.33,84.2,16.3,2.43,4.87
2001,9,18,1.1,16.45,87.8,23.27,5.68,5.14
2001,9,19,5.53,17.31,80.23,0.18,3.21,5.83
2001,9,20,4.64,20.48,80.11,1.17,5.18,5.57
2001,9,21,5.65,18.33,68.56,0,3.31,5.88
2001,9,22,2.12,18.72,74.51,7.48,5.06,5.64
2001,9,23,2.26,15.33,74.6,14.54,7.39,5.82
2001,9,24,5.92,10.74,70.99,0,4.06,5.99
2001,9,25,5.9,10.98,64.73,0.03,1.55,5.9
2001,9,26,5.78,13.19,66.91,0,2.44,5.78
2001,9,27,5.34,15.66,68.37,0,3.31,5.47
2001,9,28,5.33,15.31,68.44,0,3.7,5.56
2001,9,29,5.27,13.36,77.45,0,3.41,5.49
2001,9,30,5.45,14.55,68.98,0,1.4,5.52
2001,10,1,5.15,16.69,66.57,0,3.62,5.28
2001,10,2,4.89,17.54,57.74,0,6.09,5.35
2001,10,3,4.85,16.43,70.24,0.82,3.58,4.96
2001,10,4,1.12,13.2,80.34,11.28,6.2,4.22
2001,10,5,3.27,9.39,70.31,7.56,5.52,5.18
2001,10,6,5.34,9.34,61.94,0,3.15,5.35
2001,10,7,5.03,11.48,64.45,0.48,5.65,5.18
2001,10,8,4.17,15.26,70.96,0.31,8.05,4.59
2001,10,9,1.7,17.18,86.28,1.45,8.53,4.21
2001,10,10,4,16.3,73.17,2.37,5.66,4.73
2001,10,11,4.37,13.44,66.16,0,2.32,4.94
2001,10,12,2.37,11.78,86.26,0.69,2.82,4.62
2001,10,13,4.15,13.11,70.79,2.32,4.83,4.83
2001,10,14,4.84,10.7,59.93,0.15,6.16,4.93
2001,10,15,1.97,6.12,77.8,23.84,5.33,4.57
2001,10,16,4.85,5.73,62.47,0,4.03,4.85
2001,10,17,4.48,9.73,65.62,0.04,6.9,4.69
2001,10,18,3.22,10.75,72.59,0.02,5.31,4.3
2001,10,19,3.67,10.41,68.84,0.01,2.81,4.49
2001,10,20,4.26,13.1,74.56,0,3.73,4.36
2001,10,21,1.36,15.04,80.75,0.19,3.08,3.86
2001,10,22,1.78,16.41,92.12,0.73,3.71,3.64
2001,10,23,3.31,15.47,77.45,0.04,2.85,4.04
2001,10,24,3.83,10.62,61.06,0.75,6.44,4.29
2001,10,25,4.41,6.08,54.45,0,6.94,4.44
2001,10,26,4.2,3.98,58.33,0.09,4.69,4.35
2001,10,27,4.21,4.72,58.44,0,3.61,4.23
2001,10,28,3.94,11.7,60.48,0,8.31,3.95
2001,10,29,3.38,12.59,76.78,0.04,2.97,3.69
2001,10,30,3.07,14.83,70.57,0.58,6.2,3.8
2001,10,31,1.95,15.25,69.38,0.14,10.39,3.6
2001,11,1,3.48,16.82,72.99,0,3.48,3.68
2001,11,2,3.75,12.27,60.5,0,2.89,3.81
2001,11,3,3.38,13.62,77.37,0.11,2.16,3.54
2001,11,4,3.51,13.44,73.05,0.03,2.38,3.58
2001,11,5,3.39,13.43,83.15,0.01,3.77,3.57
2001,11,6,3.49,16.12,80.06,0.01,5.64,3.5
2001,11,7,3.33,16.79,65.01,0.01,6.06,3.44
2001,11,8,2.08,7.4,66.05,0.08,6.06,3.59
2001,11,9,3.76,5.54,61.52,0,4.37,3.78
2001,11,10,3.63,7.92,71.46,0.01,3.6,3.63
2001,11,11,3.58,8.08,72,0,3.83,3.58
2001,11,12,1.61,9.61,83.24,0.06,5.32,3.15
2001,11,13,1.04,14.75,84.3,0.02,6.61,2.77
2001,11,14,2.02,16.78,84.57,0.01,6.5,2.78
2001,11,15,2.9,15.82,83.01,0,4.6,2.9
2001,11,16,2.98,13.78,80.05,0.02,2.95,3.06
2001,11,17,2.18,13,82.88,0.14,3.67,2.95
2001,11,18,0.97,12.56,85.61,1.03,5.66,2.75
2001,11,19,3.35,4.13,54.56,0,6.35,3.41
2001,11,20,2.85,3.97,50.84,0,5.15,3.36
2001,11,21,2.51,7.15,63.41,0.01,5.44,3.19
2001,11,22,2.96,9.5,72.45,0,6.14,3.09
2001,11,23,0.62,12.84,91.97,6.74,7.51,2.6
2001,11,24,0.5,7.66,86.63,8.42,8.76,2.83
2001,11,25,2.61,6.01,79.14,0.08,4.74,2.99
2001,11,26,2.45,8,65.38,0.25,8.78,2.85
2001,11,27,2.06,-1.97,64.3,0,6.96,3.09
2001,11,28,1.03,-3.14,75.78,0.01,3.71,2.96
2001,11,29,0.95,-2.11,84.6,0,2.5,2.94
2001,11,30,0.69,0.12,82.11,0,3.28,2.86
2001,12,1,2.74,3.3,81.6,0,3.15,2.95
2001,12,2,2.78,5.29,78.82,0.03,4.52,2.89
2001,12,3,1.43,9.3,86.84,0,5.07,2.7
2001,12,4,1.37,15.81,87.04,0.07,8.16,2.56
2001,12,5,1.45,12.98,72.87,0.5,8.36,2.45
2001,12,6,2.91,5.54,59.16,0,3.99,2.91
2001,12,7,2.65,4.82,71.75,0,3.88,2.84
2001,12,8,2.91,1.08,67.59,0,5.03,2.92
2001,12,9,2.86,1.63,60.04,0.36,4.88,2.86
2001,12,10,2.7,2.09,66.09,0.02,4.96,2.87
2001,12,11,2.75,3.89,73.37,2.89,6.27,2.8
2001,12,12,0.6,5.65,91.78,3.29,3.69,2.41
2001,12,13,2.49,0.17,73.98,0.09,2.7,2.66
2001,12,14,0.89,1.2,82.82,0,4.04,2.59
2001,12,15,2.33,5.78,84.87,0.05,7.84,2.65
2001,12,16,0.48,6.14,91.78,0.07,3.15,2.51
2001,12,17,2.79,2.36,72.44,0,3.4,2.83
2001,12,18,1.8,2.73,78.57,0,4.73,2.7
2001,12,19,2.84,-0.03,51.44,0,5.44,2.88
2001,12,20,2.73,2.74,55.24,0,2.48,2.74
2001,12,21,2.04,5.02,64.96,0.01,7.24,2.71
2001,12,22,0.81,4.15,71.56,0.09,8.72,2.55
2001,12,23,2.56,-2.69,51.2,0.02,8.48,2.83
2001,12,24,1.86,-4.56,67.14,0.04,5.54,2.85
2001,12,25,2.35,-4.38,68.32,0,3.93,2.83
2001,12,26,2.72,-5.97,70.82,0,4.86,2.83
2001,12,27,1.08,-1.79,79.35,0.01,5.13,2.79
2001,12,28,1.98,-2.53,71.33,0,4.11,2.77
2001,12,29,2.76,-8.08,70.62,0,4.42,2.88
2001,12,30,2.54,-7.63,76.42,0,3.61,2.9
2001,12,31,2.92,-8.01,75.52,0,3.1,2.94
2002,1,1,2.77,-8.64,67.06,0,4.08,2.95
2002,1,2,2.58,-9.05,72.46,0,3.6,2.93
2002,1,3,2.99,-7.33,71.2,0,4.33,3
2002,1,4,2.15,-2.34,78.76,0.05,5.93,2.76
2002,1,5,1.6,0.73,89.21,0.26,3.69,2.73
2002,1,6,1.1,-0.54,73.87,0.13,7.11,2.87
2002,1,7,2.68,-4.39,65.67,0,4.33,2.99
2002,1,8,2.05,2.53,84.67,0,4.69,2.85
2002,1,9,1.3,2.83,90.68,0,3.92,2.75
2002,1,10,1.99,2.44,84.12,0.01,4.68,2.92
2002,1,11,3,2.44,66.26,0,4.9,3.05
2002,1,12,3.08,2.27,64.96,0,6.34,3.1
2002,1,13,1.96,3.63,63.06,0.01,5.98,2.94
2002,1,14,1.29,1.39,66.57,0,7.98,3.09
2002,1,15,2.78,-1.51,66.29,0,3.62,3.08
2002,1,16,2.08,-1.08,72.23,0.01,5.28,2.98
2002,1,17,3.01,-0.2,65.15,0.13,3.19,3.16
2002,1,18,1.87,-2.2,78.9,3.31,3.8,3.1
2002,1,19,2.25,-1.89,75,0.57,4.25,3.31
2002,1,20,2.98,-0.15,67.4,0.01,6.47,3.25
2002,1,21,3.33,1.44,64.85,0.06,5.33,3.34
2002,1,22,2.28,4.01,80.59,0,7.13,3.1
2002,1,23,2.28,0.01,82.79,0.03,5.65,3.14
2002,1,24,3.15,-0.93,63.61,0,4.31,3.54
2002,1,25,3.37,3.45,48.9,0.01,6.9,3.5
2002,1,26,3.4,5.15,56.28,0.01,6.96,3.5
2002,1,27,3.05,6.69,68.77,0,6.5,3.55
2002,1,28,2.24,-1.67,77.58,0.06,4.99,3.36
2002,1,29,0.81,-3.83,69.85,3.8,5.01,3.34
2002,1,30,0.56,-3.84,85.18,19.38,5.87,3.34
2002,1,31,1.19,-2.4,93.28,1.28,6.13,3.37
2002,2,1,3.58,-7.57,89.88,0,3.92,3.86
2002,2,2,1.16,-4.25,95.14,0.76,4.12,3.79
2002,2,3,3.75,-2.64,85.34,0,4.05,3.84
2002,2,4,3.77,-7.58,80.97,0.16,3.44,3.97
2002,2,5,2.19,-4.36,80.67,0.02,1.73,3.85
2002,2,6,2.35,-1.84,88.71,0.43,2.76,3.89
2002,2,7,3.3,0.13,85.02,0.01,4.53,4.15
2002,2,8,3.63,3.57,78.22,0.01,7.73,4.07
2002,2,9,2.01,4.15,86.14,0.88,7.31,3.72
2002,2,10,3.79,-1.31,68.88,0.3,9.64,4.1
2002,2,11,3.77,1.36,54.72,0,6.51,4.24
2002,2,12,3.61,1.63,60.9,0.06,5.5,4.22
2002,2,13,4.24,1.5,58.72,0,3.76,4.36
2002,2,14,3.03,3.41,55.25,0.07,8.18,4.29
2002,2,15,4.46,3.07,63.57,0,5.89,4.47
2002,2,16,4.25,4.17,60.32,0,5.18,4.35
2002,2,17,3.54,4.93,64.23,0.04,5.05,4.38
2002,2,18,2.06,8.2,78.22,2.31,9,4.04
2002,2,19,1.55,10.05,85.76,5.03,6.16,3.88
2002,2,20,3.59,4.25,68.08,0.14,6.66,4.53
2002,2,21,4.68,2.87,67.57,0.02,6.43,4.71
2002,2,22,3.99,2.3,67.79,0,3.71,4.77
2002,2,23,4.24,8.02,63.62,0,6.56,4.68
2002,2,24,4.54,7.32,68.45,0.01,8.98,4.65
2002,2,25,3.61,-4,61.15,0.28,9.76,4.81
2002,2,26,3.31,-8.55,46.35,0,10.51,5.21
2002,2,27,5.02,-6.2,52.54,0,3.91,5.32
2002,2,28,4.85,-0.14,58.55,0.06,3.58,5.15
2002,3,1,1.26,0.05,78.01,1.6,7.35,4.29
2002,3,2,2.89,-7.96,58.51,0.76,11.15,5.2
2002,3,3,3.26,-11.15,54.2,0.01,6.23,5.51
2002,3,4,4.14,-2.56,62.12,0.01,6.21,5.28
2002,3,5,4.96,5.29,59.78,0,6.03,5.31
2002,3,6,4.89,3.96,73.26,0.05,5.08,5.27
2002,3,7,1.3,4.22,90.09,0.6,5.84,5.01
2002,3,8,1.48,7.53,94.47,6.74,4.18,4.74
2002,3,9,5.83,-4.11,55.35,0.81,9.88,5.89
2002,3,10,5.16,1.87,51.82,0.34,5.16,5.71
2002,3,11,3.67,4.07,72.44,0.03,5.29,5.21
2002,3,12,5.06,5.57,66.64,0,3.71,5.71
2002,3,13,4.77,9.65,65.96,0,3.84,5.52
2002,3,14,5.35,9.41,70.58,0.06,8.44,5.48
2002,3,15,5.45,1.83,63.56,0.01,6.72,5.89
2002,3,16,4.93,1.86,72.64,0,4.27,5.83
2002,3,17,5.21,5.67,74.35,0.01,2.46,5.62
2002,3,18,3.41,7.2,78.68,0.01,5.85,5.32
2002,3,19,1.32,6.29,89.21,0.83,4.6,5.45
2002,3,20,5.36,5.01,66.82,0.04,3.8,6.33
2002,3,21,6.16,-5.24,46.58,0.01,9.25,6.35
2002,3,22,6.37,-2.78,42.47,0.02,3.32,6.49
2002,3,23,5.29,4.95,52.62,0.02,4.84,6.31
2002,3,24,1.07,3.07,86.92,1.7,8.43,5.64
2002,3,25,1.25,-1.39,72.44,0.7,6.88,6.28
2002,3,26,6.55,1.49,57.69,0,2.39,6.63
2002,3,27,5.76,7.48,61.65,0.49,6.89,6.38
2002,3,28,6.39,12.23,58.74,4.35,3.65,6.55
2002,3,29,6.24,10,54.8,1.79,6.33,6.49
2002,3,30,4.82,8.32,52.19,0,3.77,6.52
2002,3,31,4.89,6.99,58.65,0.01,4.44,6.37
2002,4,1,6.27,12.87,55.74,0.01,6.95,6.48
2002,4,2,5.57,5.48,57.14,0.07,9.73,6.61
2002,4,3,6.93,0.17,51.82,0,4.95,7.02
2002,4,4,6.53,3.31,52.05,0,2.4,6.81
2002,4,5,6.72,8.24,53.33,0,2.95,6.75
2002,4,6,4.08,9.51,61.74,0.24,7.83,6.41
2002,4,7,1.17,10.78,81.03,4.47,6.95,6.12
2002,4,8,1.21,9.36,87.32,20.31,4.27,6.71
2002,4,9,6.9,10.06,64.45,0,3.2,6.92
2002,4,10,6.35,15.76,66.46,0.37,8.07,6.9
2002,4,11,2.64,16.15,81.84,6.65,7.05,6.35
2002,4,12,4.77,12.67,71.34,0.21,3.79,7.13
2002,4,13,5.21,11.39,80.48,0,3.19,7
2002,4,14,6.01,19.34,67.53,0.02,7.03,6.96
2002,4,15,6.9,22.84,69.74,0,10.11,7
2002,4,16,3.23,21.98,75.89,0.2,11.55,6.53
2002,4,17,5.94,22.44,66.94,0.42,6.04,6.87
2002,4,18,5.23,23.61,69.96,5.19,7.38,6.84
2002,4,19,2.62,15.3,62.07,2.73,6.36,6.62
2002,4,20,1.27,11.42,79.34,21.61,5.09,6.75
2002,4,21,3.79,10.41,72.47,4.07,5.2,7.63
2002,4,22,7.19,12.58,60.96,1.73,3.39,7.55
2002,4,23,7.08,17.82,75.97,0.24,5.37,7.3
2002,4,24,5.56,13.92,60.57,1.43,8.32,7.42
2002,4,25,6.68,10.17,46.94,0.25,3.22,7.77
2002,4,26,1.81,10.34,76.92,3.02,5.49,6.81
2002,4,27,3.17,14.64,72.39,14.47,10.25,7.15
2002,4,28,6.53,9.39,63.29,0,5.56,7.94
2002,4,29,7.2,14.68,64.81,0.05,3.04,7.68
2002,4,30,4.9,17.81,67.6,0.04,4.91,7.04
2002,5,1,1.53,13.73,79.19,0.3,6.64,7.21
2002,5,2,7.36,10.96,51.2,0,3.67,8.04
2002,5,3,6.73,12.51,54.68,0.01,4.05,7.86
2002,5,4,7.46,15.93,64.27,0.77,2.69,7.77
2002,5,5,7.31,19.71,72.42,10.6,6.81,7.55
2002,5,6,6.19,23.36,80.63,22.56,4.5,7.21
2002,5,7,4.15,20.58,90.12,6.07,6.52,6.83
2002,5,8,3.82,21.25,74.33,2.27,9.35,6.98
2002,5,9,8.5,12.34,41.83,1.2,5.66,8.52
2002,5,10,4.88,13.86,56.3,19.04,5.91,7.89
2002,5,11,2.12,19.44,85.39,16.12,8.55,6.59
2002,5,12,2.11,11.8,74.25,4.51,7.02,7.39
2002,5,13,8.38,14.13,61.63,0,4.6,8.39
2002,5,14,8.15,16.76,55.85,0.1,3.29,8.34
2002,5,15,7.33,18.71,66.82,3.41,8.49,7.76
2002,5,16,5.15,18.08,76.62,3.82,4.47,7.34
2002,5,17,7.55,13.11,58.19,1.01,6.77,8.31
2002,5,18,8.54,11.87,56.2,0,3.35,8.56
2002,5,19,5.94,14.1,50.75,0.26,1.91,8.08
2002,5,20,8.36,13.89,50.49,0.02,3.22,8.39
2002,5,21,8.15,14.3,66.15,0.01,6.64,8.17
2002,5,22,4.84,18.91,72.17,1.04,10.1,7.8
2002,5,23,1.99,17.69,78.35,4.19,4.88,7.34
